,rainfall_mm,temp_c,humidity_pct,year,week
2024-03-09,0.0,15.86,36.63,2024,9
2024-03-10,0.0,15.93,34.68,2024,9
2024-03-11,0.0,17.45,34.81,2024,10
2024-03-12,0.0,18.08,34.06,2024,10
2024-03-13,0.0,18.36,34.91,2024,10
2024-03-14,0.0,17.33,35.77,2024,10
2024-03-15,0.0,18.6,33.05,2024,10
2024-03-16,0.01,17.79,31.11,2024,10
2024-03-17,0.0,18.03,24.66,2024,10
2024-03-18,0.0,18.62,23.99,2024,11
2024-03-19,2.57,18.33,30.63,2024,11
2024-03-20,32.52,14.13,69.16,2024,11
2024-03-21,3.99,13.08,83.66,2024,11
2024-03-22,0.3,15.38,68.54,2024,11
2024-03-23,0.31,16.96,59.45,2024,11
2024-03-24,0.04,18.47,42.25,2024,11
2024-03-25,0.54,17.06,52.0,2024,12
2024-03-26,0.0,18.4,53.56,2024,12
2024-03-27,0.01,18.7,48.47,2024,12
2024-03-28,0.0,19.31,48.18,2024,12
2024-03-29,0.0,20.19,52.84,2024,12
2024-03-30,0.01,21.47,49.42,2024,12
2024-03-31,0.02,22.31,40.92,2024,12
2024-04-01,0.0,21.01,35.94,2024,13
2024-04-02,0.0,21.04,33.46,2024,13
2024-04-03,0.0,21.9,28.92,2024,13
2024-04-04,0.0,23.2,30.39,2024,13
2024-04-05,0.0,23.2,32.12,2024,13
2024-04-06,0.0,22.62,33.71,2024,13
2024-04-07,0.0,23.0,28.67,2024,13
2024-04-08,0.0,21.71,22.3,2024,14
2024-04-09,0.0,21.37,22.33,2024,14
2024-04-10,0.01,21.65,24.67,2024,14
2024-04-11,0.45,21.42,27.33,2024,14
2024-04-12,3.34,20.71,30.88,2024,14
2024-04-13,0.08,21.47,33.47,2024,14
2024-04-14,0.25,22.54,35.84,2024,14
2024-04-15,1.06,23.71,36.31,2024,15
2024-04-16,0.58,24.43,40.16,2024,15
2024-04-17,0.14,23.6,40.12,2024,15
2024-04-18,0.01,23.94,33.63,2024,15
2024-04-19,0.0,24.47,30.7,2024,15
2024-04-20,0.01,25.59,25.72,2024,15
2024-04-21,0.03,24.59,24.16,2024,15
2024-04-22,0.0,24.85,27.18,2024,16
2024-04-23,0.0,24.46,27.64,2024,16
2024-04-24,0.0,23.55,29.65,2024,16
2024-04-25,0.0,24.27,24.16,2024,16
2024-04-26,0.0,25.23,21.71,2024,16
2024-04-27,0.0,25.85,26.64,2024,16
2024-04-28,0.0,25.89,28.67,2024,16
2024-04-29,0.0,26.15,24.1,2024,17
2024-04-30,0.0,26.64,22.96,2024,17
2024-05-01,0.0,25.02,20.26,2024,17
2024-05-02,0.0,22.74,19.16,2024,17
2024-05-03,0.0,24.57,17.53,2024,17
2024-05-04,0.0,23.81,21.02,2024,17
2024-05-05,0.15,23.35,24.59,2024,17
2024-05-06,1.12,23.6,35.53,2024,18
2024-05-07,8.19,20.61,69.0,2024,18
2024-05-08,11.82,19.16,75.62,2024,18
2024-05-09,4.24,18.02,80.8,2024,18
2024-05-10,2.99,21.0,65.8,2024,18
2024-05-11,2.19,22.72,66.0,2024,18
2024-05-12,11.61,22.07,73.92,2024,18
2024-05-13,2.84,22.15,68.39,2024,19
2024-05-14,0.37,23.87,56.21,2024,19
2024-05-15,2.72,24.23,60.04,2024,19
2024-05-16,0.08,25.31,51.93,2024,19
2024-05-17,0.0,25.9,37.93,2024,19
2024-05-18,0.98,26.19,39.46,2024,19
2024-05-19,6.55,25.12,52.4,2024,19
2024-05-20,4.03,23.84,59.94,2024,20
2024-05-21,0.99,24.07,63.32,2024,20
2024-05-22,8.63,23.22,70.57,2024,20
2024-05-23,0.4,24.66,60.82,2024,20
2024-05-24,0.83,26.22,55.56,2024,20
2024-05-25,7.53,26.01,61.84,2024,20
2024-05-26,3.81,26.93,60.54,2024,20
2024-05-27,3.18,26.5,64.74,2024,21
2024-05-28,0.48,26.25,58.65,2024,21
2024-05-29,0.19,27.99,37.87,2024,21
2024-05-30,1.27,27.93,41.22,2024,21
2024-05-31,3.29,26.9,54.61,2024,21
2024-06-01,4.32,25.28,61.47,2024,21
2024-06-02,3.67,25.38,57.46,2024,21
2024-06-03,11.3,24.85,52.64,2024,22
2024-06-04,4.76,24.81,53.83,2024,22
2024-06-05,4.62,24.19,58.8,2024,22
2024-06-06,3.2,24.95,59.33,2024,22
2024-06-07,0.3,25.42,49.39,2024,22
2024-06-08,1.01,26.41,47.18,2024,22
2024-06-09,0.47,27.6,43.46,2024,22
2024-06-10,0.32,27.83,41.47,2024,23
2024-06-11,0.17,27.88,39.07,2024,23
2024-06-12,1.29,26.78,51.39,2024,23
2024-06-13,1.11,27.16,54.62,2024,23
2024-06-14,1.01,27.47,50.72,2024,23
2024-06-15,0.45,27.45,55.92,2024,23
2024-06-16,5.53,26.98,63.6,2024,23
2024-06-17,3.75,27.19,60.55,2024,24
2024-06-18,15.45,28.16,58.19,2024,24
2024-06-19,10.38,27.29,62.32,2024,24
2024-06-20,11.4,25.54,73.55,2024,24
2024-06-21,0.97,24.47,73.43,2024,24
2024-06-22,5.02,25.1,74.44,2024,24
2024-06-23,7.81,24.81,78.88,2024,24
2024-06-24,8.57,25.87,72.75,2024,25
2024-06-25,74.23,24.76,84.73,2024,25
2024-06-26,114.32,22.91,93.86,2024,25
2024-06-27,4.26,23.86,86.3,2024,25
2024-06-28,10.96,23.52,89.05,2024,25
2024-06-29,24.29,23.16,91.17,2024,25
2024-06-30,53.49,22.59,93.28,2024,25
2024-07-01,27.3,23.15,91.68,2024,26
2024-07-02,28.31,23.36,94.33,2024,26
2024-07-03,10.5,22.79,90.91,2024,26
2024-07-04,6.21,23.5,88.63,2024,26
2024-07-05,25.86,22.71,90.4,2024,26
2024-07-06,55.36,22.58,95.34,2024,26
2024-07-07,12.97,22.66,94.25,2024,26
2024-07-08,1.73,23.59,91.18,2024,27
2024-07-09,5.52,23.94,88.44,2024,27
2024-07-10,19.2,22.74,92.9,2024,27
2024-07-11,19.74,22.42,93.32,2024,27
2024-07-12,15.38,22.1,91.37,2024,27
2024-07-13,6.83,22.92,90.54,2024,27
2024-07-14,4.22,23.72,92.31,2024,27
2024-07-15,4.32,24.31,90.22,2024,28
2024-07-16,5.04,23.3,87.86,2024,28
2024-07-17,9.06,24.14,90.22,2024,28
2024-07-18,4.49,23.9,91.15,2024,28
2024-07-19,15.15,24.4,88.24,2024,28
2024-07-20,2.91,24.03,91.87,2024,28
2024-07-21,6.06,23.18,92.28,2024,28
2024-07-22,12.19,23.33,86.12,2024,29
2024-07-23,12.27,23.39,87.01,2024,29
2024-07-24,9.33,23.82,89.98,2024,29
2024-07-25,2.39,24.12,88.26,2024,29
2024-07-26,3.62,24.66,85.22,2024,29
2024-07-27,4.02,25.5,85.68,2024,29
2024-07-28,0.44,24.81,84.74,2024,29
2024-07-29,1.79,24.1,88.18,2024,30
2024-07-30,26.08,24.18,90.94,2024,30
2024-07-31,40.67,23.54,91.39,2024,30
2024-08-01,15.3,24.01,87.58,2024,30
2024-08-02,5.54,23.46,84.61,2024,30
2024-08-03,3.35,22.22,88.52,2024,30
2024-08-04,1.39,22.67,88.74,2024,30
2024-08-05,10.23,22.98,92.62,2024,31
2024-08-06,52.07,22.49,92.68,2024,31
2024-08-07,18.26,22.63,91.49,2024,31
2024-08-08,11.2,22.86,92.55,2024,31
2024-08-09,10.99,21.77,94.38,2024,31
2024-08-10,6.82,22.14,90.12,2024,31
2024-08-11,41.16,22.8,93.05,2024,31
2024-08-12,6.46,23.12,92.8,2024,32
2024-08-13,7.34,22.72,91.71,2024,32
2024-08-14,32.44,22.77,91.29,2024,32
2024-08-15,7.69,23.57,88.99,2024,32
2024-08-16,4.15,23.13,87.57,2024,32
2024-08-17,20.49,23.3,89.32,2024,32
2024-08-18,5.77,23.27,83.04,2024,32
2024-08-19,3.27,22.81,88.29,2024,33
2024-08-20,0.44,22.5,86.5,2024,33
2024-08-21,0.56,22.28,83.63,2024,33
2024-08-22,4.57,22.77,84.06,2024,33
2024-08-23,1.65,22.83,87.7,2024,33
2024-08-24,0.25,23.06,87.8,2024,33
2024-08-25,0.25,23.11,85.37,2024,33
2024-08-26,2.65,22.27,92.84,2024,34
2024-08-27,4.76,21.88,91.53,2024,34
2024-08-28,1.93,22.83,89.82,2024,34
2024-08-29,5.57,23.25,88.37,2024,34
2024-08-30,0.99,23.99,86.93,2024,34
2024-08-31,1.82,23.68,92.01,2024,34
2024-09-01,0.27,22.18,88.55,2024,34
2024-09-02,0.13,23.06,87.39,2024,35
2024-09-03,4.84,22.63,92.29,2024,35
2024-09-04,13.17,21.53,89.04,2024,35
2024-09-05,6.05,22.62,85.55,2024,35
2024-09-06,0.06,22.74,91.67,2024,35
2024-09-07,0.99,23.2,87.62,2024,35
2024-09-08,0.48,23.28,89.34,2024,35
2024-09-09,0.22,23.28,87.43,2024,36
2024-09-10,0.11,23.58,86.6,2024,36
2024-09-11,2.15,22.92,91.4,2024,36
2024-09-12,2.2,22.86,89.07,2024,36
2024-09-13,3.12,22.93,86.32,2024,36
2024-09-14,9.41,22.99,85.12,2024,36
2024-09-15,5.98,22.21,87.87,2024,36
2024-09-16,2.73,22.11,83.23,2024,37
2024-09-17,0.05,21.86,81.45,2024,37
2024-09-18,0.0,23.14,83.18,2024,37
2024-09-19,0.07,23.23,90.0,2024,37
2024-09-20,0.39,23.15,81.17,2024,37
2024-09-21,1.14,24.38,75.57,2024,37
2024-09-22,1.11,24.92,76.56,2024,37
2024-09-23,0.58,24.91,78.91,2024,38
2024-09-24,47.54,22.57,90.47,2024,38
2024-09-25,55.89,20.85,92.45,2024,38
2024-09-26,16.56,20.69,92.08,2024,38
2024-09-27,76.28,19.34,91.16,2024,38
2024-09-28,93.26,19.02,94.48,2024,38
2024-09-29,0.43,21.45,90.49,2024,38
2024-09-30,0.07,21.83,92.32,2024,39
2024-10-01,0.87,22.36,92.07,2024,39
2024-10-02,2.29,22.03,92.69,2024,39
2024-10-03,6.95,21.56,92.79,2024,39
2024-10-04,4.24,21.71,90.14,2024,39
2024-10-05,0.39,21.1,91.7,2024,39
2024-10-06,0.55,21.67,85.77,2024,39
2024-10-07,0.29,20.82,87.48,2024,40
2024-10-08,0.07,20.89,87.42,2024,40
2024-10-09,0.2,21.06,86.77,2024,40
2024-10-10,0.02,20.44,88.42,2024,40
2024-10-11,0.0,20.59,88.21,2024,40
2024-10-12,0.0,20.23,86.97,2024,40
2024-10-13,0.0,19.76,89.01,2024,40
2024-10-14,0.0,19.24,91.08,2024,41
2024-10-15,0.01,18.99,88.45,2024,41
2024-10-16,0.36,18.84,82.66,2024,41
2024-10-17,0.56,19.0,79.07,2024,41
2024-10-18,0.08,18.91,85.77,2024,41
2024-10-19,1.28,18.65,87.87,2024,41
2024-10-20,5.26,18.32,86.23,2024,41
2024-10-21,0.29,18.58,88.45,2024,42
2024-10-22,0.0,19.86,77.23,2024,42
2024-10-23,0.0,20.46,75.54,2024,42
2024-10-24,0.01,19.47,79.62,2024,42
2024-10-25,0.27,18.74,85.96,2024,42
2024-10-26,0.0,19.36,86.16,2024,42
2024-10-27,0.0,19.61,87.84,2024,42
2024-10-28,0.0,19.99,88.55,2024,43
2024-10-29,0.01,19.79,86.84,2024,43
2024-10-30,0.06,19.42,90.3,2024,43
2024-10-31,0.01,19.33,91.8,2024,43
2024-11-01,0.0,19.17,89.18,2024,43
2024-11-02,0.0,18.66,86.33,2024,43
2024-11-03,0.03,18.65,89.42,2024,43
2024-11-04,0.3,17.56,90.54,2024,44
2024-11-05,0.0,17.48,78.16,2024,44
2024-11-06,0.0,17.5,87.74,2024,44
2024-11-07,0.02,17.79,85.0,2024,44
2024-11-08,0.22,17.87,86.7,2024,44
2024-11-09,0.01,17.31,89.33,2024,44
2024-11-10,0.0,17.16,92.89,2024,44
2024-11-11,0.01,17.14,90.28,2024,45
2024-11-12,0.02,16.92,89.43,2024,45
2024-11-13,0.0,16.86,87.43,2024,45
2024-11-14,0.0,16.63,84.32,2024,45
2024-11-15,0.0,16.82,78.93,2024,45
2024-11-16,0.0,15.88,77.04,2024,45
2024-11-17,0.0,15.46,75.69,2024,45
2024-11-18,0.0,15.42,81.84,2024,46
2024-11-19,0.0,15.6,83.28,2024,46
2024-11-20,0.0,14.75,80.33,2024,46
2024-11-21,0.0,14.6,78.81,2024,46
2024-11-22,0.06,13.84,78.16,2024,46
2024-11-23,0.0,13.34,76.05,2024,46
2024-11-24,0.0,13.52,78.83,2024,46
2024-11-25,0.0,13.51,83.57,2024,47
2024-11-26,0.0,13.51,82.87,2024,47
2024-11-27,0.0,13.8,84.31,2024,47
2024-11-28,0.0,13.88,82.87,2024,47
2024-11-29,0.0,14.69,80.81,2024,47
2024-11-30,0.0,14.45,80.8,2024,47
2024-12-01,0.0,14.22,79.53,2024,47
2024-12-02,0.0,13.91,75.31,2024,48
2024-12-03,0.0,14.0,66.96,2024,48
2024-12-04,0.0,14.16,63.21,2024,48
2024-12-05,0.0,12.81,71.44,2024,48
2024-12-06,0.0,11.9,70.51,2024,48
2024-12-07,0.0,11.88,72.79,2024,48
2024-12-08,0.0,11.69,64.3,2024,48
2024-12-09,0.0,10.3,75.41,2024,49
2024-12-10,0.0,9.75,70.65,2024,49
2024-12-11,0.0,10.89,63.41,2024,49
2024-12-12,0.0,11.73,60.19,2024,49
2024-12-13,0.0,11.6,52.37,2024,49
2024-12-14,0.0,11.01,55.64,2024,49
2024-12-15,0.0,11.36,62.04,2024,49
2024-12-16,0.0,13.56,65.28,2024,50
2024-12-17,0.0,13.19,71.41,2024,50
2024-12-18,0.0,12.96,68.76,2024,50
2024-12-19,0.0,13.22,70.11,2024,50
2024-12-20,0.0,12.77,67.32,2024,50
2024-12-21,0.0,11.95,65.74,2024,50
2024-12-22,0.0,11.82,70.33,2024,50
2024-12-23,0.0,11.72,68.53,2024,51
2024-12-24,0.0,12.27,68.82,2024,51
2024-12-25,0.0,12.44,72.94,2024,51
2024-12-26,0.0,12.81,71.31,2024,51
2024-12-27,0.0,13.69,66.21,2024,51
2024-12-28,0.0,12.88,65.81,2024,51
2024-12-29,0.0,13.23,69.62,2024,51
2024-12-30,0.0,12.47,80.81,2024,52
2024-12-31,0.0,11.69,81.11,2024,52
2025-01-01,0.0,11.1,71.5,2024,52
2025-01-02,0.0,11.0,64.14,2024,52
2025-01-03,0.0,11.69,63.3,2024,52
2025-01-04,0.0,11.77,65.78,2024,52
2025-01-05,0.0,12.22,66.76,2024,52
2025-01-06,0.0,13.54,73.59,2025,1
2025-01-07,1.2,11.44,80.95,2025,1
2025-01-08,0.22,9.17,73.69,2025,1
2025-01-09,0.0,9.33,68.02,2025,1
2025-01-10,0.0,10.73,62.04,2025,1
2025-01-11,0.0,12.1,63.19,2025,1
2025-01-12,0.0,12.42,67.23,2025,1
2025-01-13,0.0,11.88,70.24,2025,2
2025-01-14,0.0,11.73,69.79,2025,2
2025-01-15,0.0,11.94,70.05,2025,2
2025-01-16,0.0,11.91,62.81,2025,2
2025-01-17,0.0,13.73,55.17,2025,2
2025-01-18,0.0,13.38,54.16,2025,2
2025-01-19,0.0,13.95,53.69,2025,2
2025-01-20,0.0,14.17,50.56,2025,3
2025-01-21,0.0,14.79,50.73,2025,3
2025-01-22,0.0,15.26,46.89,2025,3
2025-01-23,0.0,14.23,45.74,2025,3
2025-01-24,0.0,12.46,52.52,2025,3
2025-01-25,0.0,11.99,53.79,2025,3
2025-01-26,0.0,11.01,56.22,2025,3
2025-01-27,0.0,12.42,55.45,2025,4
2025-01-28,0.0,12.46,53.51,2025,4
2025-01-29,0.0,11.93,52.9,2025,4
2025-01-30,0.0,12.38,52.21,2025,4
2025-01-31,0.0,12.99,45.93,2025,4
2025-02-01,0.0,13.6,41.26,2025,4
2025-02-02,0.0,13.48,41.08,2025,4
2025-02-03,0.0,14.39,39.76,2025,5
2025-02-04,0.0,15.16,40.7,2025,5
2025-02-05,0.0,15.78,52.3,2025,5
2025-02-06,0.0,14.22,48.6,2025,5
2025-02-07,0.0,14.15,37.23,2025,5
2025-02-08,0.0,13.39,37.7,2025,5
2025-02-09,0.0,12.83,41.16,2025,5
2025-02-10,0.0,13.72,41.6,2025,6
2025-02-11,0.0,14.52,37.97,2025,6
2025-02-12,0.0,14.27,41.2,2025,6
2025-02-13,0.0,12.91,47.03,2025,6
2025-02-14,0.0,12.98,37.28,2025,6
2025-02-15,0.0,12.17,35.59,2025,6
2025-02-16,0.0,12.84,40.35,2025,6
2025-02-17,0.04,13.54,47.09,2025,7
2025-02-18,0.35,13.62,47.16,2025,7
2025-02-19,0.01,14.13,44.59,2025,7
2025-02-20,0.01,14.76,46.26,2025,7
2025-02-21,0.04,14.55,49.84,2025,7
2025-02-22,0.06,15.05,49.67,2025,7
2025-02-23,0.05,13.76,54.69,2025,7
2025-02-24,0.06,13.76,63.73,2025,8
2025-02-25,0.0,14.89,51.69,2025,8
2025-02-26,0.0,15.97,45.08,2025,8
2025-02-27,0.0,15.19,51.47,2025,8
2025-02-28,0.6,15.05,60.31,2025,8
2025-03-01,233.66,11.96,67.05,2025,8
2025-03-02,2.88,12.16,59.0,2025,8
2025-03-03,0.0,14.28,45.7,2025,9
2025-03-04,0.0,14.69,45.29,2025,9
2025-03-05,0.0,13.4,51.35,2025,9
2025-03-06,0.0,13.77,47.18,2025,9
2025-03-07,0.0,13.96,52.1,2025,9
2025-03-08,0.1,14.54,55.59,2025,9
2025-03-09,0.0,15.14,51.41,2025,9
2025-03-10,0.39,16.41,53.13,2025,10
2025-03-11,0.01,17.1,52.19,2025,10
2025-03-12,0.46,18.93,46.14,2025,10
2025-03-13,1.99,18.42,48.46,2025,10
2025-03-14,0.02,18.6,47.76,2025,10
2025-03-15,0.06,20.01,42.36,2025,10
2025-03-16,0.49,20.49,47.7,2025,10
2025-03-17,0.15,19.26,46.57,2025,11
2025-03-18,0.0,17.39,43.88,2025,11
2025-03-19,0.0,19.3,37.5,2025,11
2025-03-20,0.0,18.98,38.93,2025,11
2025-03-21,0.08,17.26,45.78,2025,11
2025-03-22,0.34,16.42,52.54,2025,11
2025-03-23,5.17,15.76,58.69,2025,11
2025-03-24,0.08,17.42,55.99,2025,12
2025-03-25,0.03,19.15,45.02,2025,12
2025-03-26,0.03,20.57,40.47,2025,12
2025-03-27,0.0,21.73,37.52,2025,12
2025-03-28,0.0,22.18,34.93,2025,12
2025-03-29,0.01,22.05,29.11,2025,12
2025-03-30,0.0,21.45,27.95,2025,12
2025-03-31,0.0,21.44,28.16,2025,13
2025-04-01,0.0,20.63,29.34,2025,13
2025-04-02,0.0,21.12,29.1,2025,13
2025-04-03,0.0,20.45,29.58,2025,13
2025-04-04,0.0,21.24,26.39,2025,13
2025-04-05,0.0,20.51,31.73,2025,13
2025-04-06,0.0,21.9,34.2,2025,13
2025-04-07,0.0,21.55,45.07,2025,14
2025-04-08,0.27,21.6,54.33,2025,14
2025-04-09,5.69,20.4,71.81,2025,14
2025-04-10,17.63,18.38,83.8,2025,14
2025-04-11,7.01,18.43,77.04,2025,14
2025-04-12,1.29,20.0,59.67,2025,14
2025-04-13,0.18,19.79,60.53,2025,14
2025-04-14,0.48,17.9,73.09,2025,15
2025-04-15,0.21,19.73,62.55,2025,15
2025-04-16,0.53,20.79,62.47,2025,15
2025-04-17,6.75,20.3,72.63,2025,15
2025-04-18,1.73,19.25,79.32,2025,15
2025-04-19,2.7,20.19,76.81,2025,15
2025-04-20,0.03,22.29,62.78,2025,15
2025-04-21,0.0,24.3,48.64,2025,16
2025-04-22,0.0,25.07,43.13,2025,16
2025-04-23,0.1,24.88,34.28,2025,16
2025-04-24,0.01,25.16,24.53,2025,16
2025-04-25,0.04,23.97,28.04,2025,16
2025-04-26,0.0,25.12,25.11,2025,16
2025-04-27,3.92,22.86,38.0,2025,16
2025-04-28,8.72,20.14,55.99,2025,17
2025-04-29,1.92,17.96,71.09,2025,17
2025-04-30,0.04,18.35,70.99,2025,17
2025-05-01,0.2,19.39,63.29,2025,17
2025-05-02,0.29,19.42,66.42,2025,17
2025-05-03,6.79,20.02,68.07,2025,17
2025-05-04,0.2,20.68,64.43,2025,17
2025-05-05,2.72,19.18,69.97,2025,18
2025-05-06,0.11,20.01,64.33,2025,18
2025-05-07,1.27,21.27,59.99,2025,18
2025-05-08,0.06,23.34,51.06,2025,18
2025-05-09,0.31,24.42,50.27,2025,18
2025-05-10,0.25,25.26,45.32,2025,18
2025-05-11,0.56,25.08,51.53,2025,18
2025-05-12,1.73,23.98,63.79,2025,19
2025-05-13,2.14,24.29,56.98,2025,19
2025-05-14,1.79,24.67,51.56,2025,19
2025-05-15,0.94,25.27,43.59,2025,19
2025-05-16,3.21,24.25,49.01,2025,19
2025-05-17,2.64,23.04,59.55,2025,19
2025-05-18,13.57,21.7,71.48,2025,19
2025-05-19,6.96,21.91,73.67,2025,20
2025-05-20,15.39,22.53,75.57,2025,20
2025-05-21,6.66,22.66,72.95,2025,20
2025-05-22,2.27,22.4,69.02,2025,20
2025-05-23,2.67,21.73,74.92,2025,20
2025-05-24,7.42,21.61,78.57,2025,20
2025-05-25,0.96,23.64,64.41,2025,20
2025-05-26,0.63,22.49,76.26,2025,21
2025-05-27,0.4,23.65,72.9,2025,21
2025-05-28,3.4,25.19,67.11,2025,21
2025-05-29,9.31,24.99,72.26,2025,21
2025-05-30,3.17,24.7,75.6,2025,21
2025-05-31,4.39,24.98,67.19,2025,21
2025-06-01,3.81,25.6,54.92,2025,21
2025-06-02,0.73,24.98,50.81,2025,22
2025-06-03,1.6,24.86,52.41,2025,22
2025-06-04,16.66,21.52,71.35,2025,22
2025-06-05,0.87,22.51,66.78,2025,22
2025-06-06,4.58,22.55,64.65,2025,22
2025-06-07,2.46,23.65,60.46,2025,22
2025-06-08,0.02,24.51,56.99,2025,22
2025-06-09,0.02,25.93,55.41,2025,23
2025-06-10,0.78,26.55,61.01,2025,23
2025-06-11,4.19,25.39,71.66,2025,23
2025-06-12,3.92,24.44,79.55,2025,23
2025-06-13,12.59,23.89,80.74,2025,23
2025-06-14,2.87,23.99,75.66,2025,23
2025-06-15,18.96,22.9,85.93,2025,23
2025-06-16,8.53,23.95,78.87,2025,24
2025-06-17,9.26,23.54,84.01,2025,24
2025-06-18,10.02,23.51,84.11,2025,24
2025-06-19,16.65,23.33,86.13,2025,24
2025-06-20,9.05,23.14,84.38,2025,24
2025-06-21,3.59,24.27,81.71,2025,24
2025-06-22,18.49,24.08,85.38,2025,24
2025-06-23,19.1,22.98,90.38,2025,25
2025-06-24,15.95,23.36,87.53,2025,25
2025-06-25,3.02,23.69,85.13,2025,25
2025-06-26,4.08,23.76,84.17,2025,25
2025-06-27,5.83,24.04,82.3,2025,25
2025-06-28,4.49,23.87,80.94,2025,25
2025-06-29,10.11,22.96,87.68,2025,25
2025-06-30,3.25,23.86,82.18,2025,26
2025-07-01,2.36,23.92,83.54,2025,26
2025-07-02,5.17,23.8,83.1,2025,26
2025-07-03,3.5,23.83,83.41,2025,26
2025-07-04,7.9,23.09,86.56,2025,26
2025-07-05,4.61,23.48,85.34,2025,26
2025-07-06,4.25,23.54,82.8,2025,26
2025-07-07,4.36,23.89,83.66,2025,27
2025-07-08,13.18,23.39,86.2,2025,27
2025-07-09,23.15,22.72,87.59,2025,27
2025-07-10,6.26,22.61,86.39,2025,27
2025-07-11,1.25,23.22,84.61,2025,27
2025-07-12,2.43,23.7,85.08,2025,27
2025-07-13,6.63,23.61,84.21,2025,27
2025-07-14,18.47,23.31,81.66,2025,28
2025-07-15,17.9,22.47,86.99,2025,28
2025-07-16,3.42,22.43,81.64,2025,28
2025-07-17,1.44,22.4,86.04,2025,28
2025-07-18,1.67,23.63,84.94,2025,28
2025-07-19,4.24,24.07,85.57,2025,28
2025-07-20,24.57,22.4,91.06,2025,28
2025-07-21,3.24,23.17,88.64,2025,29
2025-07-22,6.88,24.08,83.06,2025,29
2025-07-23,2.01,24.89,80.01,2025,29
2025-07-24,3.93,23.98,88.84,2025,29
2025-07-25,0.78,24.61,84.72,2025,29
2025-07-26,1.63,23.86,85.45,2025,29
2025-07-27,10.04,23.66,86.27,2025,29
2025-07-28,12.12,23.45,88.67,2025,30
2025-07-29,2.01,23.02,86.44,2025,30
2025-07-30,2.62,23.33,87.54,2025,30
2025-07-31,2.93,22.7,87.26,2025,30
2025-08-01,2.78,23.31,87.65,2025,30
2025-08-02,14.37,23.06,92.33,2025,30
2025-08-03,24.96,22.6,91.78,2025,30
2025-08-04,18.03,22.55,91.8,2025,31
2025-08-05,9.21,21.82,93.46,2025,31
2025-08-06,1.43,22.37,90.25,2025,31
2025-08-07,4.32,22.81,91.75,2025,31
2025-08-08,8.7,22.5,91.97,2025,31
2025-08-09,11.27,22.32,91.39,2025,31
2025-08-10,4.0,22.49,92.58,2025,31
2025-08-11,11.11,22.52,93.64,2025,32
2025-08-12,7.74,23.57,92.71,2025,32
2025-08-13,25.01,22.69,94.89,2025,32
2025-08-14,3.55,21.62,89.47,2025,32
2025-08-15,1.57,22.2,89.55,2025,32
2025-08-16,5.13,22.9,88.46,2025,32
2025-08-17,6.11,23.71,85.35,2025,32
2025-08-18,5.35,23.43,82.02,2025,33
2025-08-19,2.22,23.24,85.68,2025,33
2025-08-20,4.06,22.56,89.05,2025,33
2025-08-21,16.65,22.26,91.44,2025,33
2025-08-22,6.51,22.46,90.28,2025,33
2025-08-23,3.14,22.55,87.28,2025,33
2025-08-24,0.79,22.08,91.29,2025,33
2025-08-25,0.15,22.48,87.77,2025,34
2025-08-26,0.51,22.43,90.78,2025,34
2025-08-27,20.49,21.37,95.2,2025,34
2025-08-28,20.1,21.79,89.63,2025,34
2025-08-29,5.95,21.66,91.98,2025,34
2025-08-30,6.34,21.48,92.16,2025,34
2025-08-31,8.24,22.06,89.46,2025,34
2025-09-01,0.97,22.75,89.07,2025,35
2025-09-02,0.11,23.51,80.45,2025,35
2025-09-03,0.18,22.87,84.81,2025,35
2025-09-04,0.9,22.29,88.14,2025,35
2025-09-05,4.06,22.38,88.01,2025,35
2025-09-06,14.56,21.91,93.57,2025,35
2025-09-07,8.09,22.15,89.22,2025,35
2025-09-08,1.22,22.36,91.26,2025,36
2025-09-09,3.48,22.24,94.94,2025,36
2025-09-10,10.62,21.85,94.73,2025,36
2025-09-11,7.11,21.98,92.47,2025,36
2025-09-12,12.44,22.04,91.97,2025,36
2025-09-13,13.83,21.6,94.23,2025,36
2025-09-14,14.6,22.12,94.11,2025,36
2025-09-15,9.73,20.64,93.14,2025,37
2025-09-16,13.02,20.95,92.34,2025,37
2025-09-17,9.43,21.31,91.22,2025,37
2025-09-18,7.62,20.43,92.53,2025,37
2025-09-19,22.54,21.22,88.39,2025,37
2025-09-20,0.45,21.26,90.48,2025,37
2025-09-21,0.28,21.28,90.61,2025,37
2025-09-22,0.43,21.89,92.08,2025,38
2025-09-23,0.04,22.35,88.97,2025,38
2025-09-24,0.02,22.61,86.87,2025,38
2025-09-25,0.01,22.09,90.65,2025,38
2025-09-26,0.02,23.18,84.65,2025,38
2025-09-27,0.29,22.6,87.71,2025,38
2025-09-28,1.16,21.6,88.34,2025,38
2025-09-29,1.17,21.41,87.67,2025,39
2025-09-30,5.3,22.12,80.18,2025,39
2025-10-01,12.24,21.64,84.98,2025,39
2025-10-02,19.7,20.0,91.42,2025,39
2025-10-03,30.14,20.09,86.24,2025,39
2025-10-04,69.53,19.59,91.67,2025,39
2025-10-05,7.43,20.8,93.0,2025,39
2025-10-06,0.37,19.8,90.92,2025,40
2025-10-07,0.2,19.63,91.78,2025,40
2025-10-08,0.54,20.24,86.83,2025,40
2025-10-09,0.29,20.47,83.37,2025,40
2025-10-10,0.0,20.17,76.25,2025,40
2025-10-11,0.0,19.5,78.89,2025,40
